ProteinId	GeneSymbol	glucose
YMR079W	SEC14	18117
YGL003C	CDH1	873.409
YNL167C	SKO1	2363.38
YFL001W	DEG1	4514.67
YOL017W	ESC8	1049.04
YKL044W	YKL044W	203.79
YML029W	USA1	2146.64
YDL084W	SUB2	24964.6
YDL140C	RPO21	41332.4
YOL041C	NOP12	14570.9
YGL103W	RPL28	40841.5
YBL022C	PIM1	20488.4
YOR198C	BFR1	32409.3
YDR120C	TRM1	17520.9
YJL045W	YJL045W	1099.25
YKL148C	SDH1	4176.77
YDL203C	ACK1	5791.58
YCR071C	IMG2	1757.53
YMR205C	PFK2	38149.6
YHR005C	GPA1	5722.48
YJR138W	IML1	8054.27
YOL016C	CMK2	6176.05
YIL124W	AYR1	5085.18
YBR238C	YBR238C	3526.75
YPL110C	GDE1	5224.27
YIR035C	YIR035C	2140.59
YBR001C	NTH2	5038.02
YPR133C	SPN1	11536.8
YMR080C	NAM7	11919.8
YMR229C	RRP5	73978.9
YER055C	HIS1	19109.6
YBR149W	ARA1	7756.39
YBR265W	TSC10	3201.53
YDL148C	NOP14	15250.6
YDR389W	SAC7	4264.09
YMR323W	ERR3	381.564
YOR393W	ERR1	5.05783
YAL031C	GIP4	8151.18
YFL024C	EPL1	4815.48
YOL021C	DIS3	16444.4
YBR179C	FZO1	8414.89
YJR052W	RAD7	1536.68
YAL035W	FUN12	25475.9
YAR042W	SWH1	9695.51
YDR483W	KRE2	18054.2
YML054C	CYB2	1163.63
YPL217C	BMS1	17226.9
YKL182W	FAS1	109291
YGR233C	PHO81	5246.89
YBL045C	COR1	4302.21
YLR144C	ACF2	5789.14
YGR150C	CCM1	2828.08
YLR249W	YEF3	163138
YOL062C	APM4	3698.43
YHR066W	SSF1	4199.41
YGL150C	INO80	10950.7
YGR027C	RPS25A	14303.4
YLL018C	DPS1	27446.5
YLR430W	SEN1	16256.5
YOR027W	STI1	32042.3
YDR464W	SPP41	2819.93
YGR094W	VAS1	59157.1
YLR028C	ADE16	12880.2
YLR219W	MSC3	5095.81
YMR120C	ADE17	8822.71
YDR293C	SSD1	15461.6
YOR132W	VPS17	4336.56
YPL160W	CDC60	79195.9
YDL126C	CDC48	41324.2
YPL116W	HOS3	5955.96
YBR279W	PAF1	9267.53
YIL068C	SEC6	7332.34
YFL033C	RIM15	3744.5
YBR080C	SEC18	17979
YGR204W	ADE3	41389.1
YGR088W	CTT1	1116.89
YOR271C	FSF1	7046.81
YGR086C	PIL1	14411.1
YIL112W	HOS4	6297.62
YPR081C	GRS2	1891.45
YMR302C	YME2	6089.83
YPL235W	RVB2	12172.6
YBR079C	RPG1	57729.8
YNL272C	SEC2	5066.55
YOR211C	MGM1	9074.71
YER013W	PRP22	6397.67
YGR198W	YPP1	6246.5
YHR190W	ERG9	11157.7
YJL206C	YJL206C	441.274
YKL157W	APE2	20131.7
YLL008W	DRS1	16199.1
YLL054C	YLL054C	625.806
YLR245C	CDD1	1433.87
YLR460C	YLR460C	5907.13
YMR177W	MMT1	1207.34
YMR266W	RSN1	15482.3
YNL007C	SIS1	16666.7
YOR226C	ISU2	1245.88
YOR246C	YOR246C	2705.43
YPL127C	HHO1	8568.1
YPL135W	ISU1	454.255
YGR046W	TAM41	1172.94
YJR060W	CBF1	6497.02
YIL149C	MLP2	21834.8
YJL082W	IML2	5907.09
YML086C	ALO1	14222.1
YGR280C	PXR1	4083.29
YBR084W	MIS1	42797.8
YKL101W	HSL1	10708.1
YKL203C	TOR2	9350.8
YBR215W	HPC2	3732.9
YOR124C	UBP2	9558.75
YIR034C	LYS1	3701.88
YGL205W	POX1	2980.3
YDR127W	ARO1	34064.7
YPL050C	MNN9	4385.14
YGR270W	YTA7	14718.4
YJL183W	MNN11	7868.81
YGR083C	GCD2	7267.03
YGR281W	YOR1	12116.9
YGL253W	HXK2	45336.7
YPL016W	SWI1	6301.45
YKL014C	URB1	19835.9
YLL032C	YLL032C	5499.78
YKL184W	SPE1	11828.1
YDR490C	PKH1	4058.61
YDL056W	MBP1	4540.7
YAR019C	CDC15	3405.86
YJR066W	TOR1	10716.1
YOR065W	CYT1	1209.71
YER148W	SPT15	4783.49
YPL270W	MDL2	3269.35
YNL218W	MGS1	2796.52
YGL092W	NUP145	18589.4
YMR169C	ALD3	2432.48
YMR170C	ALD2	1002.94
YBL061C	SKT5	10919.2
YLR039C	RIC1	7345.6
YNL242W	ATG2	4164.7
YMR062C	ARG7	7921.4
YDL058W	USO1	37191.7
YFL018C	LPD1	11387.1
YJL076W	NET1	27114.1
YDR143C	SAN1	2887.07
YJL042W	MHP1	9959.84
YLR032W	RAD5	7540.08
YIL145C	PAN6	5552.42
YMR239C	RNT1	8693.46
YNL262W	POL2	21042
YBL104C	SEA4	6375.34
YGR116W	SPT6	31898.3
YDL229W	SSB1	109672
YNL209W	SSB2	4258.8
YDL040C	NAT1	32434.8
YMR086W	YMR086W	15769.4
YCR091W	KIN82	625.979
YHR102W	KIC1	6191.92
YNR047W	FPK1	4225.83
YOR374W	ALD4	9564.66
YFL007W	BLM10	19869
YBR296C	PHO89	336.47
YIL107C	PFK26	3873.39
YOR001W	RRP6	9732.64
YPR179C	HDA3	3263.83
YDR205W	MSC2	935.263
YGL256W	ADH4	1258.61
YDR325W	YCG1	6685.29
YOR086C	TCB1	13970.8
YNL212W	VID27	13808.8
YKL210W	UBA1	32567.5
YNL088W	TOP2	32082.8
YHR056C	RSC30	3196.92
YDL103C	QRI1	16016.4
YNR027W	BUD17	1295.35
YGR240C	PFK1	57455.2
YGR134W	CAF130	3220.6
YNL021W	HDA1	4762.71
YDL077C	VAM6	4201.67
YNL245C	CWC25	1528.72
YPR148C	YPR148C	9730.47
YLR259C	HSP60	29579.4
YHL032C	GUT1	1164.11
YNL014W	HEF3	1366.46
YDR295C	HDA2	6350.8
YGR092W	DBF2	4071.65
YPR111W	DBF20	875.876
YGL076C	RPL7A	37819.4
YPL198W	RPL7B	1426.2
YLR310C	CDC25	6348.51
YDR017C	KCS1	8856.52
YJL131C	AIM23	1968.42
YBR121C	GRS1	43084.5
YLR420W	URA4	17643.3
YLL023C	POM33	2423.97
YML007W	YAP1	3385.82
YML093W	UTP14	13382.8
YGL226W	MTC3	227.803
YBR245C	ISW1	23073.4
YML100W	TSL1	7245.24
YNL005C	MRP7	3252.9
YAL054C	ACS1	4478.07
YMR066W	SOV1	2150.49
YPL004C	LSP1	4985.92
YMR129W	POM152	18364
YOR117W	RPT5	13068.1
YMR196W	YMR196W	3308.54
YAL038W	CDC19	178510
YDR037W	KRS1	64735
YLR431C	ATG23	898.261
YJR033C	RAV1	9404.01
YDR161W	YDR161W	3339.6
YDR480W	DIG2	597.53
YKR087C	OMA1	2766.94
YOR326W	MYO2	27602.8
YKL145W	RPT1	16222.8
YJL061W	NUP82	7356.4
YLR357W	RSC2	9860.13
YFL034W	YFL034W	6882.48
YOR291W	YPK9	4455.01
YNL172W	APC1	4475.73
YLR244C	MAP1	21472.6
YPL157W	TGS1	565.846
YFR006W	YFR006W	8454.84
YMR096W	SNZ1	618.428
YJL026W	RNR2	11089.4
YBL088C	TEL1	4985.44
YGR180C	RNR4	20797.3
YJR140C	HIR3	5312.02
YER017C	AFG3	7439.86
YJL014W	CCT3	29050.2
YHR114W	BZZ1	7715.08
YOR217W	RFC1	11040.4
YPL158C	AIM44	79.8484
YBR136W	MEC1	3325.53
YOL078W	AVO1	3285.73
YNL287W	SEC21	20390.3
YCR048W	ARE1	3229.12
YOR188W	MSB1	8760.88
YKR031C	SPO14	8127.13
YJL207C	LAA1	13667.3
YDR329C	PEX3	754.39
YOL145C	CTR9	11150.8
YDR119W	VBA4	4054.33
YPL226W	NEW1	65881.5
YER110C	KAP123	52692.7
YPR120C	CLB5	348.044
YDR283C	GCN2	9693.16
YLR207W	HRD3	4208.13
YBL091C	MAP2	16657.5
YDL087C	LUC7	2145.85
YNL054W	VAC7	2973.37
YDL027C	YDL027C	5014.43
YHR199C	AIM46	2883.33
YOR254C	SEC63	17376.9
YNL045W	LAP2	7520.93
YMR307W	GAS1	17917.9
YMR140W	SIP5	2915.61
YCR069W	CPR4	4497.99
YDL171C	GLT1	65960.7
YJL197W	UBP12	10416.3
YOR091W	TMA46	8860.48
YJL005W	CYR1	12591.8
YJL109C	UTP10	30049.9
YPL091W	GLR1	17780.3
YDR105C	TMS1	1397.14
YPR036W	VMA13	19521.5
YLR369W	SSQ1	4893.9
YGL162W	SUT1	389.836
YPR171W	BSP1	8716.76
YBL006C	LDB7	1188.28
YGL156W	AMS1	2381.18
YPR010C	RPA135	31359.1
YDR021W	FAL1	5539.02
YHR018C	ARG4	11768.1
YEL017W	GTT3	5667.82
YOR076C	SKI7	3102.49
YHR205W	SCH9	7046.1
YIL007C	NAS2	1376.15
YLR006C	SSK1	1403.64
YMR183C	SSO2	5580.31
YNL126W	SPC98	2586.64
YLL007C	YLL007C	2711.9
YGL099W	LSG1	24037.8
YML056C	IMD4	11015.3
YDR385W	EFT2	124399
YLR305C	STT4	11546.1
YML104C	MDM1	943.154
YPL075W	GCR1	3063.77
YMR102C	YMR102C	5239.03
YMR016C	SOK2	4546.62
YCR054C	CTR86	4829.37
YMR217W	GUA1	40306.2
YJL095W	BCK1	3237.85
YPR021C	AGC1	3292.71
YLR173W	YLR173W	1269.25
YOR227W	HER1	4094.27
YHR099W	TRA1	25109.8
YHR117W	TOM71	11905
YGL048C	RPT6	11679.7
YMR098C	ATP25	1573.32
YPR115W	RGC1	5308.59
YBR081C	SPT7	13166.4
YOR250C	CLP1	2325.33
YOR332W	VMA4	20104.1
YAL019W	FUN30	13861.4
YEL030W	ECM10	8916.53
YJR045C	SSC1	27600.3
YKL152C	GPM1	91469.6
YGR054W	YGR054W	21592.7
YKR010C	TOF2	5102.78
YDL225W	SHS1	9444.72
YJR132W	NMD5	10044.5
YOR112W	CEX1	4801.11
YDL145C	COP1	29258.9
YFL013C	IES1	6278.08
YIL105C	SLM1	3399.74
YOR290C	SNF2	8818.5
YNL227C	JJJ1	2269.59
YPL005W	AEP3	1184.18
YMR253C	YMR253C	1073.53
YMR012W	CLU1	44213.7
YLR248W	RCK2	8724.92
YLR106C	MDN1	71161.1
YEL022W	GEA2	13416.1
YKR099W	BAS1	3239.99
YJL039C	NUP192	11154.1
YDR337W	MRPS28	5527.89
YJL162C	JJJ2	1437.82
YBR145W	ADH5	9327.98
YMR303C	ADH2	38617.6
YOL086C	ADH1	84747.6
YKL165C	MCD4	6442.06
YBR276C	PPS1	2897.05
YBR172C	SMY2	8198.26
YDR135C	YCF1	22164.2
YNR016C	ACC1	96641.1
YJL102W	MEF2	1348.73
YLR188W	MDL1	3319.45
YCR053W	THR4	28213.7
YJR007W	SUI2	18845.8
YDR457W	TOM1	29645.2
YER093C	TSC11	3532.2
YNL039W	BDP1	6846.3
YFR052W	RPN12	9704.34
YLR151C	PCD1	515.338
YPR089W	YPR089W	3895.77
YGR184C	UBR1	13718.5
YKR096W	YKR096W	2348.79
YGR285C	ZUO1	31085.6
YGL143C	MRF1	2001.5
YKL013C	ARC19	2363.53
YHR039C-A	VMA10	14320.5
YOR116C	RPO31	24315
YOR341W	RPA190	48291.5
YKR018C	YKR018C	10866.8
YNL250W	RAD50	10411.3
YCR088W	ABP1	25773.5
YJL063C	MRPL8	2659.31
YPL081W	RPS9A	602.76
YBR189W	RPS9B	57403.6
YNL329C	PEX6	2887.74
YHL033C	RPL8A	53198.7
YLL045C	RPL8B	16294.9
YJR002W	MPP10	13350.5
YPR160W	GPH1	5113.66
YNL132W	KRE33	25908.6
YDR218C	SPR28	561.391
YDL079C	MRK1	739.001
YDL223C	HBT1	3051.88
YMR089C	YTA12	8944.39
YGL107C	RMD9	4995.98
YHR070W	TRM5	6067.29
YLR089C	ALT1	2823.62
YNR001C	CIT1	6064.19
YFR010W	UBP6	13202.2
YJR137C	MET5	9071.99
YDR312W	SSF2	5339.85
YLL024C	SSA2	54990.3
YAL005C	SSA1	110976
YGL151W	NUT1	9182.77
YPL106C	SSE1	78710.5
YHL020C	OPI1	4301.31
YJL087C	TRL1	11123.4
YEL011W	GLC3	3078.96
YER151C	UBP3	20152.6
YDR407C	TRS120	9697.25
YBR196C	PGI1	44452.4
YGR132C	PHB1	3511.34
YBR255W	MTC4	4175.3
YDR228C	PCF11	4241.73
YLR071C	RGR1	7790.04
YPR011C	YPR011C	359.19
YMR031C	EIS1	20078.2
YDR014W	RAD61	2505.15
YNL271C	BNI1	18717.7
YOR142W	LSC1	5322.19
YAR002W	NUP60	14854.5
YOR233W	KIN4	5616.68
YDR258C	HSP78	8358.24
YGR271W	SLH1	9484.94
YBR028C	YPK3	6340.98
YOR144C	ELG1	2113.85
YDL074C	BRE1	11052.4
YFL059W	SNZ3	642.252
YLL004W	ORC3	3364.15
YGR186W	TFG1	15378.2
YLR271W	YLR271W	593.739
YHR171W	ATG7	2939.27
YMR192W	GYL1	9943.01
YJR139C	HOM6	20317.1
YIL126W	STH1	19230
YHR064C	SSZ1	24295.3
YER082C	UTP7	13638.6
YML016C	PPZ1	3704.33
YMR186W	HSC82	107787
YPL240C	HSP82	10456.7
YGL133W	ITC1	10181.4
YCR024C	SLM5	1385.32
YJL056C	ZAP1	1151.66
YMR167W	MLH1	4701.31
YDR159W	SAC3	4655.68
YDR353W	TRR1	20395.6
YFR013W	IOC3	6998.22
YJR082C	EAF6	1228.76
YOR195W	SLK19	11613.2
YPL263C	KEL3	5490.8
YPR018W	RLF2	5259.29
YML109W	ZDS2	1870.85
YGL206C	CHC1	43506
YER155C	BEM2	22357.4
YMR033W	ARP9	6085.25
YLR002C	NOC3	10008
YMR218C	TRS130	7163.19
YOL005C	RPB11	5511.76
YML102W	CAC2	2563.73
YPR135W	CTF4	6763.64
YLR086W	SMC4	9549.94
YMR222C	FSH2	1238.17
YER090W	TRP2	19407.4
YDR316W	OMS1	3213.82
YOL023W	IFM1	3707.47
YJR031C	GEA1	9140.01
YLR163C	MAS1	4626.21
YOL076W	MDM20	13514.1
YPL221W	FLC1	3430.05
YBL015W	ACH1	3545.54
YMR277W	FCP1	3599.81
YJL168C	SET2	7317.76
YJL176C	SWI3	10409
YAR015W	ADE1	17876.9
YKR001C	VPS1	25190.1
YDL183C	YDL183C	265.333
YDR129C	SAC6	14189.6
YEL053C	MAK10	2264.6
YOR048C	RAT1	13199
YDR320C	SWA2	9081.86
YMR024W	MRPL3	4470.86
YNL002C	RLP7	10242.2
YJR109C	CPA2	22463.5
YDR416W	SYF1	2832.69
YJR046W	TAH11	1581.36
YPR181C	SEC23	15045.4
YIR010W	DSN1	2769.23
YJR134C	SGM1	7980.67
YNL261W	ORC5	2925.6
YPL074W	YTA6	2666.89
YHR038W	RRF1	2690.58
YJL200C	ACO2	12662.2
YIL095W	PRK1	3616.82
YPL045W	VPS16	3311.83
YPL058C	PDR12	6421.83
YOR347C	PYK2	4311.23
YLR267W	BOP2	690.797
YJL080C	SCP160	75467
YGR264C	MES1	52595.1
YGR117C	YGR117C	4960.61
YPL009C	TAE2	10940.1
YGL197W	MDS3	7039.35
YOL115W	PAP2	6166.09
YDR311W	TFB1	8486.1
YDR036C	EHD3	3555.93
YMR104C	YPK2	1578.7
YHR067W	HTD2	514.247
YOR346W	REV1	840.747
YMR125W	STO1	10387.9
YDR270W	CCC2	658.646
YMR261C	TPS3	13274.6
YIL091C	UTP25	11603.4
YNL139C	THO2	14709.8
YDR291W	HRQ1	3465.39
YFL036W	RPO41	9870.65
YDR074W	TPS2	9623.6
YGR232W	NAS6	5308.84
YMR161W	HLJ1	5424.03
YDR168W	CDC37	15994.5
YNL297C	MON2	11393.3
YLL048C	YBT1	20550.1
YBR122C	MRPL36	2886.17
YOR206W	NOC2	18765.4
YLR058C	SHM2	25531.5
YKL010C	UFD4	9168.86
YPR172W	YPR172W	3354.58
YDR239C	YDR239C	4374.61
YGR041W	BUD9	2746.07
YDR324C	UTP4	13752.1
YKL149C	DBR1	2055.73
YDL185W	VMA1	62023.2
YGL228W	SHE10	10072.1
YHR107C	CDC12	8889.52
YPR046W	MCM16	626.654
YJL033W	HCA4	16928.9
YPR006C	ICL2	1356.27
YPL131W	RPL5	30581.8
YHR165C	PRP8	14434.7
YPR108W	RPN7	13725
YDR326C	YSP2	9064.61
YOR069W	VPS5	9778.24
YLR127C	APC2	590.763
YMR109W	MYO5	13729
YLR450W	HMG2	8970.39
YML075C	HMG1	7511.81
YFR051C	RET2	7644.8
YHR047C	AAP1	11763.3
YIL129C	TAO3	10021.2
YJL137C	GLG2	1570.39
YLR226W	BUR2	2573.39
YOR063W	RPL3	71628.1
YOR166C	SWT1	2121.19
YML072C	TCB3	31202.1
YGR202C	PCT1	3612.5
YDR001C	NTH1	6648.29
YOR257W	CDC31	3056.58
YAL003W	EFB1	33686.7
YBR139W	YBR139W	3743.11
YOR176W	HEM15	7658.6
YBR140C	IRA1	10231
YCR092C	MSH3	5853.69
YAR007C	RFA1	11861.1
YGL140C	YGL140C	6365.53
YKL064W	MNR2	2245.1
YOL130W	ALR1	4695.63
YOL027C	MDM38	9565.89
YMR131C	RRB1	13646.2
YDR496C	PUF6	15004.6
YFR009W	GCN20	19440.6
YDR091C	RLI1	30166.2
YOR184W	SER1	14037.9
YMR076C	PDS5	12915.2
YOR304W	ISW2	10280.7
YDL083C	RPS16B	24128.1
YBR274W	CHK1	3941.42
YPL207W	TYW1	14371.2
YJR154W	YJR154W	29.1543
YDR495C	VPS3	4206.97
YER003C	PMI40	26459.7
YGR119C	NUP57	9341.65
YIL155C	GUT2	6227.03
YPR019W	MCM4	12543.6
YGL201C	MCM6	13159.8
YFL008W	SMC1	14095.2
YKL216W	URA1	19866.1
YNL219C	ALG9	3213.58
YDR243C	PRP28	7976.8
YGL040C	HEM2	4080.48
YGL026C	TRP5	28610.5
YLL026W	HSP104	15892.5
YDL112W	TRM3	27450.9
YLR397C	AFG2	12519.3
YOR216C	RUD3	14648.7
YDR334W	SWR1	6043.51
YGR276C	RNH70	5227.95
YOR196C	LIP5	4052.79
YDR097C	MSH6	11847.6
YPL109C	YPL109C	1059.53
YNL247W	YNL247W	28768.5
YNL010W	YNL010W	13526.2
YDR454C	GUK1	14277.2
YPL019C	VTC3	7177.12
YKL082C	RRP14	4236.95
YIL130W	ASG1	8071.7
YOR252W	TMA16	4463
YBR006W	UGA2	1488.48
YHR129C	ARP1	1093.14
YJR035W	RAD26	1553.9
YKL038W	RGT1	2648.53
YNL301C	RPL18B	23512.3
YHL011C	PRS3	7661.42
YER099C	PRS2	5101.25
YBL068W	PRS4	8095.04
YOR093C	YOR093C	5605.99
YEL013W	VAC8	9449.1
YNL042W	BOP3	448.992
YOL098C	YOL098C	15771.2
YBR031W	RPL4A	48720.3
YDR012W	RPL4B	2220.54
YDL135C	RDI1	9417.55
YNL202W	SPS19	882.186
YJL217W	REE1	2190.25
YOL090W	MSH2	16216.7
YDL131W	LYS21	11147.1
YDL182W	LYS20	3877.92
YFL049W	SWP82	5182.58
YPL271W	ATP15	1459.7
YGR090W	UTP22	29102.4
YNL023C	FAP1	5039.87
YDR365C	ESF1	14380.7
YMR315W	YMR315W	5852.98
YPL237W	SUI3	15024.6
YFR031C-A	RPL2A	39350
YCL054W	SPB1	14475
YDR035W	ARO3	9048.18
YBR249C	ARO4	18616.7
YJR016C	ILV3	42964.9
YLR278C	YLR278C	2877.01
YMR162C	DNF3	5718.15
YNR041C	COQ2	900.796
YPL122C	TFB2	4884.04
YOL057W	YOL057W	17276.1
YLR117C	CLF1	2290.33
YLR189C	ATG26	4904.22
YOL012C	HTZ1	294.162
YBL003C	HTA2	4062.81
YNL236W	SIN4	8989.08
YNL298W	CLA4	7722.18
YER078C	ICP55	5062.38
YBR102C	EXO84	9304.47
YDR011W	SNQ2	14089.5
YGL078C	DBP3	20029.4
YOR371C	GPB1	3277.04
YDL164C	CDC9	8317.18
YJL132W	YJL132W	549.401
YHR186C	KOG1	8258.52
YDR034C	LYS14	3298.65
YBR073W	RDH54	12425.6
YPR184W	GDB1	2406.79
YNL102W	POL1	16712.9
YGR043C	NQM1	3075.02
YMR067C	UBX4	4547.33
YJR059W	PTK2	5806.2
YGL009C	LEU1	45734.1
YLR234W	TOP3	1236.48
YER073W	ALD5	18251.4
YBR039W	ATP3	4551.32
YKR067W	GPT2	3317.13
YBL011W	SCT1	6691.61
YPL063W	TIM50	14683.5
YLR335W	NUP2	23050.6
YNL087W	TCB2	20396.4
YDR211W	GCD6	15277.8
YJR105W	ADO1	27574.1
YOR207C	RET1	15608.2
YER178W	PDA1	16598.6
YDR140W	MTQ2	2634.63
YCL039W	GID7	4114.06
YGR097W	ASK10	5343.02
Q0050	AI1	2603.06
YCR033W	SNT1	7724.24
YGL245W	GUS1	56410.5
YOR038C	HIR2	3524.17
YKL094W	YJU3	6514.19
YGL173C	XRN1	56393.5
YNL258C	DSL1	6340.54
YKL105C	YKL105C	4411.3
YLL029W	FRA1	6015.65
YGR130C	YGR130C	10281.9
YPR002W	PDH1	3249.1
YGL085W	LCL3	452.622
YJR121W	ATP2	10560.9
YIL125W	KGD1	9353.23
YNL022C	YNL022C	6378.66
YLR382C	NAM2	6228.65
YGR175C	ERG1	11819.5
YBR108W	AIM3	5555.48
YDR436W	PPZ2	2035.61
YHR193C	EGD2	21211.4
YBL100W-A	YBL100W-A	6158.13
YFL002W-A	YFL002W-A	6837.82
YOR192C-B	YOR192C-B	142.057
YKL077W	YKL077W	3478.77
YBL005W-B	YBL005W-B	44189.1
YAR010C	YAR010C	36912.2
YER138C	YER138C	14152.6
YLR227W-B	YLR227W-B	1775.71
YNL054W-B	YNL054W-B	381.251
YOL103W-A	YOL103W-A	551.181
YPL203W	TPK2	2961.6
YNL313C	EMW1	14701.8
YDR170C	SEC7	31742.3
YDL199C	YDL199C	806.66
YDR075W	PPH3	2939.86
YDL019C	OSH2	18252.3
YER133W	GLC7	3664.8
YKL068W	NUP100	8344.72
YAL017W	PSK1	9887.19
YKL215C	OXP1	17091.2
YHR077C	NMD2	12300.8
YJL070C	YJL070C	2935.53
YLL011W	SOF1	15116.8
YER165W	PAB1	51827.1
YLR095C	IOC2	5232.35
YJL101C	GSH1	11225.5
YNL260C	YNL260C	1277.29
YBR015C	MNN2	17351.5
YOL077C	BRX1	11047.8
YIL136W	OM45	1494.44
YOR274W	MOD5	5337.78
YDR497C	ITR1	2896.7
YGR028W	MSP1	2207.07
YML080W	DUS1	9954.21
YJL034W	KAR2	36426.2
YKL073W	LHS1	16706.5
YLR142W	PUT1	353.739
YOL049W	GSH2	9776.52
YDR313C	PIB1	1538.65
YOL103W	ITR2	1283.41
YPR085C	ASA1	1082.34
YIL043C	CBR1	17058.1
YPR025C	CCL1	6071.68
YGL028C	SCW11	396.446
YCL057W	PRD1	16510.4
YPL040C	ISM1	3306.94
YOL125W	TRM13	3632.67
YLR203C	MSS51	4798.58
YJL008C	CCT8	26850.5
YOL087C	YOL087C	5205.56
YCR037C	PHO87	5844.8
YDR294C	DPL1	6764.66
YBR055C	PRP6	7198.43
YDL132W	CDC53	11903.1
YIL001W	YIL001W	1375.13
YHR128W	FUR1	15112.7
YOR238W	YOR238W	1489.94
YBL034C	STU1	6343.66
YPL029W	SUV3	1617.9
YAL036C	RBG1	11634.2
YNR029C	YNR029C	4362.59
YGR173W	RBG2	12863.8
YGR111W	YGR111W	5378.47
YDR432W	NPL3	19382.9
YPL262W	FUM1	9095.96
YPL210C	SRP72	10016.6
YDR173C	ARG82	941.714
YDR399W	HPT1	12464.2
YML042W	CAT2	3289.55
YGL043W	DST1	11379.8
YLR216C	CPR6	15953.1
YGL094C	PAN2	3436.8
YPR055W	SEC8	5696.29
YBL042C	FUI1	4218.39
YML020W	YML020W	2059.51
YAR035W	YAT1	966.196
YDR545W	YRF1-1	9354.31
YGR296W	YRF1-3	283.354
YLR103C	CDC45	1926.52
YHL030W	ECM29	19238.2
YNL307C	MCK1	12212.8
YBR098W	MMS4	1072.97
YIR033W	MGA2	2676.79
YKL020C	SPT23	2075.66
YCR005C	CIT2	2818.37
YOR014W	RTS1	6954.64
YPR105C	COG4	7495.45
YDR524C	AGE1	1637.76
YGR123C	PPT1	13941.7
YAL060W	BDH1	4246.98
YNL299W	TRF5	2942.83
YJL013C	MAD3	1287.02
YBL004W	UTP20	31586.9
YOL141W	PPM2	2978.08
YKL015W	PUT3	1353.47
YKR021W	ALY1	4974.58
YHR072W	ERG7	3657.56
YOL081W	IRA2	8267.54
YJL099W	CHS6	2008.14
YDR128W	MTC5	5375.13
YKL134C	42278	2622.88
YLL015W	BPT1	7386.51
YIL078W	THS1	53555.4
YAL001C	TFC3	9854.33
YBR038W	CHS2	5987.96
YDR093W	DNF2	15471
YDR277C	MTH1	70.839
YER164W	CHD1	17316.2
YIL098C	FMC1	610.24
YJL091C	GWT1	256.315
YKL090W	CUE2	1341.76
YML107C	PML39	1582.25
YMR224C	MRE11	1622.91
YOL034W	SMC5	3829.27
YMR061W	RNA14	5683.43
YPL060W	MFM1	376.485
YPL070W	MUK1	3446.51
YJL060W	BNA3	6851.33
YPL216W	YPL216W	83.1803
YNL061W	NOP2	17894.7
YBL032W	HEK2	12373.5
YGL049C	TIF4632	20921
YNL178W	RPS3	60669
YGR162W	TIF4631	40572.4
YLR100W	ERG27	9000.85
YDR190C	RVB1	15345.1
YHR203C	RPS4B	50610.4
YGR042W	YGR042W	483.087
YGL160W	AIM14	1977.08
YHR164C	DNA2	3487.71
YNR033W	ABZ1	4113.04
YDR038C	ENA5	9474.94
YDR040C	ENA1	508.897
YBR142W	MAK5	14437.2
YLL062C	MHT1	1976.14
YDL141W	BPL1	6893.9
YDL060W	TSR1	21687.6
YGL241W	KAP114	4879.52
YDR393W	SHE9	1461.37
YGL196W	DSD1	4112.16
YGL195W	GCN1	62005
YDR380W	ARO10	1576.16
YJL138C	TIF2	40799.2
YPL093W	NOG1	33512.5
YJL094C	KHA1	2219.36
YOR168W	GLN4	42556.1
YOL008W	COQ10	1140.76
YKL098W	MTC2	763.051
YNL133C	FYV6	1092.14
YJR111C	YJR111C	2260.71
YKL155C	RSM22	2578.32
YMR240C	CUS1	5718.8
YLR272C	YCS4	4312.52
YJL073W	JEM1	3434.54
YOR148C	SPP2	1222.46
YBR044C	TCM62	1626.55
YDL153C	SAS10	19522.1
YFR040W	SAP155	4399.95
YDL108W	KIN28	2304.79
YGL148W	ARO2	25377.4
YER080W	AIM9	10012.5
YNL183C	NPR1	3073.02
YKL135C	APL2	8304.96
YMR072W	ABF2	8986.7
YML096W	YML096W	5757.41
YMR114C	YMR114C	1079.96
YDR332W	IRC3	1044.04
YFL002C	SPB4	7155.38
YFR044C	DUG1	13709.8
YNL207W	RIO2	9793.5
YIR003W	AIM21	7742.83
YHR131C	YHR131C	518.58
YHR104W	GRE3	5511.56
YHR007C	ERG11	13888.6
YER025W	GCD11	30379.3
YGR274C	TAF1	8220.35
YBL057C	PTH2	3474.99
YHL027W	RIM101	1564.8
YER122C	GLO3	15303.2
YGR135W	PRE9	11589
YOR335C	ALA1	67490.1
YBR169C	SSE2	14629.5
YAR028W	YAR028W	145.269
YDR047W	HEM12	5907.9
YIL013C	PDR11	969.539
YLR387C	REH1	6733.93
YDR069C	DOA4	2832.64
YGR140W	CBF2	4920.01
YEL060C	PRB1	3028.84
YDR388W	RVS167	12554.4
YFR030W	MET10	11186.4
YLL040C	VPS13	28939
YGR258C	RAD2	2155.48
YKR054C	DYN1	11129.5
YKR081C	RPF2	6456.29
YLR324W	PEX30	3847.22
YNL081C	SWS2	234.319
YNL238W	KEX2	2475.97
YOL065C	INP54	2495.39
YPL022W	RAD1	2288.64
YJR099W	YUH1	1037.89
YFL027C	GYP8	1158.37
YPL195W	APL5	11777.8
